dataset,experiment,K,method,alpha_imp,clip_imp,teacher_base,importance_metric,R,epsilon,n_seeds,mean_dice,std_dice,sem_dice,source_file,extra
isic,honest_subsample_K10_clip50_ext_K10,10,uniform_all,0.1,50.0,32,act_norm,1.5789,0.5,3,0.810394,0.003771,0.002177,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=1.0
isic,honest_subsample_K10_clip50_ext_K10,10,uniform_all,0.1,50.0,32,act_norm,1.5789,1.0,3,0.823844,0.000708,0.000409,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=1.0
isic,honest_subsample_K10_clip50_ext_K10,10,uniform_all,0.1,50.0,32,act_norm,1.5789,2.0,3,0.835827,0.001005,0.00058,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=1.0
isic,honest_subsample_K10_clip50_ext_K10,10,subsample_honest,0.1,50.0,32,act_norm,1.5789,0.5,3,0.839443,0.000398,0.00023,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=0.05
isic,honest_subsample_K10_clip50_ext_K10,10,subsample_honest,0.1,50.0,32,act_norm,1.5789,1.0,3,0.840838,0.001876,0.001083,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=0.05
isic,honest_subsample_K10_clip50_ext_K10,10,subsample_honest,0.1,50.0,32,act_norm,1.5789,2.0,3,0.842988,0.001055,0.000609,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=0.05
isic,honest_subsample_K10_clip50_ext_K10,10,subsample_random,0.1,50.0,32,act_norm,1.5789,0.5,3,0.841155,0.00025,0.000144,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=0.05
isic,honest_subsample_K10_clip50_ext_K10,10,subsample_random,0.1,50.0,32,act_norm,1.5789,1.0,3,0.844317,0.002768,0.001598,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=0.05
isic,honest_subsample_K10_clip50_ext_K10,10,subsample_random,0.1,50.0,32,act_norm,1.5789,2.0,3,0.842816,0.001736,0.001002,isic_honest_subsample_K10_clip50_ext_K10_results.json,keep_frac=0.05
isic,honest_subsample_K10_ext_K10,10,uniform_all,0.1,100.0,32,act_norm,1.5503,0.5,3,0.810155,0.004559,0.002632,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=1.0
isic,honest_subsample_K10_ext_K10,10,uniform_all,0.1,100.0,32,act_norm,1.5503,1.0,3,0.824642,0.002563,0.00148,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=1.0
isic,honest_subsample_K10_ext_K10,10,uniform_all,0.1,100.0,32,act_norm,1.5503,2.0,3,0.835892,0.001161,0.00067,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=1.0
isic,honest_subsample_K10_ext_K10,10,subsample_honest,0.1,100.0,32,act_norm,1.5503,0.5,3,0.813687,0.001574,0.000909,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=0.50
isic,honest_subsample_K10_ext_K10,10,subsample_honest,0.1,100.0,32,act_norm,1.5503,1.0,3,0.824078,0.002926,0.001689,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=0.50
isic,honest_subsample_K10_ext_K10,10,subsample_honest,0.1,100.0,32,act_norm,1.5503,2.0,3,0.836688,0.003997,0.002308,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=0.50
isic,honest_subsample_K10_ext_K10,10,subsample_random,0.1,100.0,32,act_norm,1.5503,0.5,3,0.808987,0.005488,0.003169,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=0.50
isic,honest_subsample_K10_ext_K10,10,subsample_random,0.1,100.0,32,act_norm,1.5503,1.0,3,0.825846,0.001977,0.001141,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=0.50
isic,honest_subsample_K10_ext_K10,10,subsample_random,0.1,100.0,32,act_norm,1.5503,2.0,3,0.839165,0.001497,0.000864,isic_honest_subsample_K10_ext_K10_results.json,keep_frac=0.50
isic,honest_subsample_K1_5_10_K1,1,uniform_all,0.1,100.0,32,act_norm,5.0862,0.5,5,0.778698,0.003469,0.001552,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=1.0
isic,honest_subsample_K1_5_10_K1,1,uniform_all,0.1,100.0,32,act_norm,5.0862,1.0,5,0.785475,0.004208,0.001882,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=1.0
isic,honest_subsample_K1_5_10_K1,1,uniform_all,0.1,100.0,32,act_norm,5.0862,2.0,5,0.791388,0.002956,0.001322,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=1.0
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,0.5,5,0.772892,0.002768,0.001238,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,1.0,5,0.780269,0.007059,0.003157,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,2.0,5,0.792876,0.002734,0.001223,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,0.5,5,0.776369,0.005954,0.002663,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,1.0,5,0.78158,0.004681,0.002094,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,2.0,5,0.7917,0.001983,0.000887,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,0.5,5,0.772733,0.00475,0.002124,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.25
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,1.0,5,0.781464,0.00444,0.001986,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.25
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,2.0,5,0.801259,0.0011,0.000492,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.25
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,0.5,5,0.779675,0.004125,0.001845,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.25
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,1.0,5,0.787204,0.001423,0.000636,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.25
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,2.0,5,0.808201,0.000475,0.000212,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.25
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,0.5,5,0.778745,0.004814,0.002153,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.10
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,1.0,5,0.79178,0.006204,0.002775,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.10
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,2.0,5,0.811473,0.001498,0.00067,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.10
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,0.5,5,0.785962,0.003575,0.001599,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.10
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,1.0,5,0.799107,0.003655,0.001635,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.10
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,2.0,5,0.823747,0.002725,0.001219,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.10
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,0.5,5,0.790738,0.003762,0.001683,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.05
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,1.0,5,0.80552,0.003088,0.001381,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.05
isic,honest_subsample_K1_5_10_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.0862,2.0,5,0.821521,0.001277,0.000571,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.05
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,0.5,5,0.803885,0.002721,0.001217,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.05
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,1.0,5,0.809938,0.004317,0.001931,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.05
isic,honest_subsample_K1_5_10_K1,1,subsample_random,0.1,100.0,32,act_norm,5.0862,2.0,5,0.835211,0.003033,0.001356,isic_honest_subsample_K1_5_10_K1_results.json,keep_frac=0.05
isic,honest_subsample_K1_ext_K1,1,uniform_all,0.1,100.0,32,act_norm,5.6703,0.5,3,0.777227,0.005183,0.002992,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=1.0
isic,honest_subsample_K1_ext_K1,1,uniform_all,0.1,100.0,32,act_norm,5.6703,1.0,3,0.785851,0.0071,0.004099,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=1.0
isic,honest_subsample_K1_ext_K1,1,uniform_all,0.1,100.0,32,act_norm,5.6703,2.0,3,0.792248,0.004187,0.002417,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=1.0
isic,honest_subsample_K1_ext_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.6703,0.5,3,0.772495,0.005396,0.003116,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_ext_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.6703,1.0,3,0.781372,0.00582,0.00336,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_ext_K1,1,subsample_honest,0.1,100.0,32,act_norm,5.6703,2.0,3,0.785808,0.003295,0.001903,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_ext_K1,1,subsample_random,0.1,100.0,32,act_norm,5.6703,0.5,3,0.769506,0.003734,0.002156,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_ext_K1,1,subsample_random,0.1,100.0,32,act_norm,5.6703,1.0,3,0.777078,0.00218,0.001259,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=0.50
isic,honest_subsample_K1_ext_K1,1,subsample_random,0.1,100.0,32,act_norm,5.6703,2.0,3,0.79377,0.00385,0.002223,isic_honest_subsample_K1_ext_K1_results.json,keep_frac=0.50
isic,honest_subsample_K3_K3,3,uniform_all,0.1,100.0,32,act_norm,2.353,0.5,5,0.7924,0.001608,0.000719,isic_honest_subsample_K3_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_K3,3,uniform_all,0.1,100.0,32,act_norm,2.353,1.0,5,0.799966,0.004862,0.002175,isic_honest_subsample_K3_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_K3,3,uniform_all,0.1,100.0,32,act_norm,2.353,2.0,5,0.810119,0.002058,0.00092,isic_honest_subsample_K3_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,0.5,5,0.792793,0.006226,0.002785,isic_honest_subsample_K3_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,1.0,5,0.796118,0.003639,0.001628,isic_honest_subsample_K3_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,2.0,5,0.814151,0.002437,0.00109,isic_honest_subsample_K3_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,0.5,5,0.789165,0.004384,0.001961,isic_honest_subsample_K3_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,1.0,5,0.802502,0.004002,0.00179,isic_honest_subsample_K3_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,2.0,5,0.8162,0.002132,0.000953,isic_honest_subsample_K3_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,0.5,5,0.796189,0.004031,0.001803,isic_honest_subsample_K3_K3_results.json,keep_frac=0.25
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,1.0,5,0.811035,0.001585,0.000709,isic_honest_subsample_K3_K3_results.json,keep_frac=0.25
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,2.0,5,0.82394,0.002066,0.000924,isic_honest_subsample_K3_K3_results.json,keep_frac=0.25
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,0.5,5,0.795593,0.001976,0.000884,isic_honest_subsample_K3_K3_results.json,keep_frac=0.25
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,1.0,5,0.814012,0.002315,0.001035,isic_honest_subsample_K3_K3_results.json,keep_frac=0.25
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,2.0,5,0.825865,0.001926,0.000861,isic_honest_subsample_K3_K3_results.json,keep_frac=0.25
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,0.5,5,0.807001,0.003356,0.001501,isic_honest_subsample_K3_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,1.0,5,0.821471,0.001627,0.000728,isic_honest_subsample_K3_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,2.0,5,0.835653,0.000927,0.000414,isic_honest_subsample_K3_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,0.5,5,0.812687,0.003535,0.001581,isic_honest_subsample_K3_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,1.0,5,0.826707,0.001954,0.000874,isic_honest_subsample_K3_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,2.0,5,0.836851,0.002351,0.001051,isic_honest_subsample_K3_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,0.5,5,0.817344,0.003015,0.001348,isic_honest_subsample_K3_K3_results.json,keep_frac=0.05
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,1.0,5,0.831791,0.002417,0.001081,isic_honest_subsample_K3_K3_results.json,keep_frac=0.05
isic,honest_subsample_K3_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.353,2.0,5,0.839796,0.002439,0.001091,isic_honest_subsample_K3_K3_results.json,keep_frac=0.05
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,0.5,5,0.823137,0.003183,0.001424,isic_honest_subsample_K3_K3_results.json,keep_frac=0.05
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,1.0,5,0.834664,0.002216,0.000991,isic_honest_subsample_K3_K3_results.json,keep_frac=0.05
isic,honest_subsample_K3_K3,3,subsample_random,0.1,100.0,32,act_norm,2.353,2.0,5,0.842551,0.002104,0.000941,isic_honest_subsample_K3_K3_results.json,keep_frac=0.05
isic,honest_subsample_K3_drop10to90_K3,3,uniform_all,0.1,100.0,32,act_norm,2.49,0.5,3,0.788152,0.004726,0.002729,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_drop10to90_K3,3,uniform_all,0.1,100.0,32,act_norm,2.49,1.0,3,0.796049,0.001954,0.001128,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_drop10to90_K3,3,uniform_all,0.1,100.0,32,act_norm,2.49,2.0,3,0.81292,0.00325,0.001877,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_drop10to90_K3,3,uniform_all,0.1,100.0,32,act_norm,2.49,4.0,3,0.825177,0.000719,0.000415,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_drop10to90_K3,3,uniform_all,0.1,100.0,32,act_norm,2.49,6.0,3,0.835563,0.001555,0.000898,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,0.5,3,0.78621,0.003944,0.002277,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.90
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,1.0,3,0.791637,0.003261,0.001883,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.90
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,2.0,3,0.803957,0.001488,0.000859,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.90
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,4.0,3,0.821704,0.001658,0.000957,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.90
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,6.0,3,0.828618,0.001802,0.00104,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.90
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,0.5,3,0.783061,0.005441,0.003141,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.70
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,1.0,3,0.792625,0.004125,0.002381,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.70
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,2.0,3,0.809278,0.001819,0.00105,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.70
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,4.0,3,0.821663,0.003574,0.002064,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.70
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,6.0,3,0.830918,0.000101,5.8e-05,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.70
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,0.5,3,0.787453,0.002454,0.001417,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,1.0,3,0.795511,0.00037,0.000214,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,2.0,3,0.814236,0.000504,0.000291,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,4.0,3,0.827917,0.001141,0.000659,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,6.0,3,0.833268,0.002612,0.001508,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,0.5,3,0.790855,0.005079,0.002932,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.30
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,1.0,3,0.806196,0.002512,0.00145,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.30
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,2.0,3,0.820713,0.001481,0.000855,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.30
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,4.0,3,0.832068,0.001993,0.001151,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.30
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,6.0,3,0.839682,0.00127,0.000733,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.30
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,0.5,3,0.803307,0.002616,0.001511,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,1.0,3,0.818867,0.001511,0.000872,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,2.0,3,0.83185,0.0034,0.001963,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,4.0,3,0.841836,0.002763,0.001595,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_drop10to90_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.49,6.0,3,0.839282,0.006163,0.003558,isic_honest_subsample_K3_drop10to90_K3_results.json,keep_frac=0.10
isic,honest_subsample_K3_ext_K3,3,uniform_all,0.1,100.0,32,act_norm,2.1487,0.5,3,0.789695,0.006617,0.00382,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_ext_K3,3,uniform_all,0.1,100.0,32,act_norm,2.1487,1.0,3,0.798234,0.005827,0.003364,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_ext_K3,3,uniform_all,0.1,100.0,32,act_norm,2.1487,2.0,3,0.813591,0.001642,0.000948,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=1.0
isic,honest_subsample_K3_ext_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.1487,0.5,3,0.791253,0.006642,0.003835,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_ext_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.1487,1.0,3,0.79744,0.00275,0.001588,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_ext_K3,3,subsample_honest,0.1,100.0,32,act_norm,2.1487,2.0,3,0.814432,0.001455,0.00084,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_ext_K3,3,subsample_random,0.1,100.0,32,act_norm,2.1487,0.5,3,0.787449,0.004318,0.002493,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_ext_K3,3,subsample_random,0.1,100.0,32,act_norm,2.1487,1.0,3,0.801258,0.001495,0.000863,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=0.50
isic,honest_subsample_K3_ext_K3,3,subsample_random,0.1,100.0,32,act_norm,2.1487,2.0,3,0.816791,0.00151,0.000872,isic_honest_subsample_K3_ext_K3_results.json,keep_frac=0.50
isic,honest_subsample_K5_ext_K5,5,uniform_all,0.1,100.0,32,act_norm,1.8159,0.5,3,0.79597,0.00612,0.003534,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=1.0
isic,honest_subsample_K5_ext_K5,5,uniform_all,0.1,100.0,32,act_norm,1.8159,1.0,3,0.809883,0.002945,0.0017,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=1.0
isic,honest_subsample_K5_ext_K5,5,uniform_all,0.1,100.0,32,act_norm,1.8159,2.0,3,0.821042,0.00204,0.001178,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=1.0
isic,honest_subsample_K5_ext_K5,5,subsample_honest,0.1,100.0,32,act_norm,1.8159,0.5,3,0.798399,0.001949,0.001125,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=0.50
isic,honest_subsample_K5_ext_K5,5,subsample_honest,0.1,100.0,32,act_norm,1.8159,1.0,3,0.808484,0.003392,0.001958,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=0.50
isic,honest_subsample_K5_ext_K5,5,subsample_honest,0.1,100.0,32,act_norm,1.8159,2.0,3,0.822887,0.00154,0.000889,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=0.50
isic,honest_subsample_K5_ext_K5,5,subsample_random,0.1,100.0,32,act_norm,1.8159,0.5,3,0.795298,0.001971,0.001138,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=0.50
isic,honest_subsample_K5_ext_K5,5,subsample_random,0.1,100.0,32,act_norm,1.8159,1.0,3,0.81408,0.001552,0.000896,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=0.50
isic,honest_subsample_K5_ext_K5,5,subsample_random,0.1,100.0,32,act_norm,1.8159,2.0,3,0.827122,0.003136,0.001811,isic_honest_subsample_K5_ext_K5_results.json,keep_frac=0.50
