dataset,experiment,K,method,alpha_imp,clip_imp,teacher_base,importance_metric,R,epsilon,n_seeds,mean_dice,std_dice,sem_dice,source_file,extra
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,0.1,5,0.672677,0.00127,0.000568,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,0.5,5,0.683776,0.008729,0.003904,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,1.0,5,0.693336,0.012318,0.005509,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,2.0,5,0.697625,0.006704,0.002998,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,4.0,5,0.711707,0.008658,0.003872,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,6.0,5,0.718482,0.010521,0.004705,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,8.0,5,0.723094,0.005741,0.002567,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,0.1,5,0.685522,0.007005,0.003133,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,0.5,5,0.71156,0.007582,0.003391,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,1.0,5,0.729904,0.008899,0.00398,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,2.0,5,0.752673,0.007309,0.003268,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,4.0,5,0.788034,0.00728,0.003256,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,6.0,5,0.794789,0.005977,0.002673,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,8.0,5,0.792643,0.009989,0.004467,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,0.1,5,0.690042,0.004072,0.001821,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,0.5,5,0.715619,0.007876,0.003522,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,1.0,5,0.733468,0.004331,0.001937,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,2.0,5,0.753391,0.001791,0.000801,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,4.0,5,0.780876,0.007787,0.003483,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,6.0,5,0.79037,0.003777,0.001689,isic_3method_actnorm_sweep_results.json,
isic,3method_actnorm_5seeds,1,PATE,,,32,act_norm,1.984054,8.0,5,0.793437,0.010435,0.004667,isic_3method_actnorm_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,0.1,20,0.767286,0.007833,0.001752,isic_3method_actnorm_tight20s_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,0.5,20,0.784384,0.004031,0.000901,isic_3method_actnorm_tight20s_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,1.0,20,0.787269,0.004574,0.001023,isic_3method_actnorm_tight20s_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,0.1,20,0.785481,0.004185,0.000936,isic_3method_actnorm_tight20s_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,0.5,20,0.808673,0.003028,0.000677,isic_3method_actnorm_tight20s_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,1.0,20,0.824794,0.003078,0.000688,isic_3method_actnorm_tight20s_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,0.1,20,0.785536,0.005082,0.001136,isic_3method_actnorm_tight20s_sweep_results.json,
isic,tight_privacy_20s,1,PATE,,,32,act_norm,1.557577,0.5,20,0.810343,0.003902,0.000873,isic_3method_actnorm_tight20s_sweep_results.json,
isic,K_eps_sweep,1,CANAL_uniform,,,32,act_norm,4.339994,0.1,5,0.767293,0.012445,0.005566,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_uniform,,,32,act_norm,4.339994,0.5,5,0.779587,0.002059,0.000921,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_uniform,,,32,act_norm,4.339994,1.0,5,0.784561,0.004573,0.002045,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_uniform,,,32,act_norm,4.339994,2.0,5,0.788875,0.001931,0.000864,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_uniform,,,32,act_norm,4.339994,4.0,5,0.800285,0.002663,0.001191,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_uniform,,,32,act_norm,4.339994,6.0,5,0.810972,0.003924,0.001755,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_uniform,,,32,act_norm,4.339994,8.0,5,0.821121,0.000525,0.000235,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_raw,,,32,act_norm,4.339994,0.1,5,0.76899,0.007899,0.003533,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_raw,,,32,act_norm,4.339994,0.5,5,0.784,0.005618,0.002512,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_raw,,,32,act_norm,4.339994,1.0,5,0.783723,0.008039,0.003595,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_raw,,,32,act_norm,4.339994,2.0,5,0.791527,0.001798,0.000804,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_raw,,,32,act_norm,4.339994,4.0,5,0.800123,0.004898,0.00219,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_raw,,,32,act_norm,4.339994,6.0,5,0.812906,0.001967,0.00088,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,1,CANAL_raw,,,32,act_norm,4.339994,8.0,5,0.817898,0.001714,0.000767,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_uniform,,,32,act_norm,2.006387,0.1,5,0.772973,0.006034,0.002698,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_uniform,,,32,act_norm,2.006387,0.5,5,0.790148,0.001868,0.000835,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_uniform,,,32,act_norm,2.006387,1.0,5,0.796934,0.002294,0.001026,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_uniform,,,32,act_norm,2.006387,2.0,5,0.813186,0.002492,0.001114,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_uniform,,,32,act_norm,2.006387,4.0,5,0.828864,0.00127,0.000568,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_uniform,,,32,act_norm,2.006387,6.0,5,0.833619,0.001644,0.000735,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_uniform,,,32,act_norm,2.006387,8.0,5,0.839466,0.001617,0.000723,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_raw,,,32,act_norm,2.006387,0.1,5,0.77496,0.002753,0.001231,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_raw,,,32,act_norm,2.006387,0.5,5,0.789618,0.00424,0.001896,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_raw,,,32,act_norm,2.006387,1.0,5,0.800647,0.002992,0.001338,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_raw,,,32,act_norm,2.006387,2.0,5,0.813472,0.002233,0.000999,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_raw,,,32,act_norm,2.006387,4.0,5,0.827169,0.001402,0.000627,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_raw,,,32,act_norm,2.006387,6.0,5,0.836337,0.002309,0.001033,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,3,CANAL_raw,,,32,act_norm,2.006387,8.0,5,0.83959,0.001489,0.000666,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_uniform,,,32,act_norm,2.066837,0.1,5,0.781379,0.00347,0.001552,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_uniform,,,32,act_norm,2.066837,0.5,5,0.793616,0.005288,0.002365,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_uniform,,,32,act_norm,2.066837,1.0,5,0.809424,0.002937,0.001313,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_uniform,,,32,act_norm,2.066837,2.0,5,0.826508,0.001539,0.000688,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_uniform,,,32,act_norm,2.066837,4.0,5,0.835832,0.001725,0.000771,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_uniform,,,32,act_norm,2.066837,6.0,5,0.841082,0.003536,0.001581,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_uniform,,,32,act_norm,2.066837,8.0,5,0.842782,0.003043,0.001361,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_raw,,,32,act_norm,2.066837,0.1,5,0.777156,0.001974,0.000883,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_raw,,,32,act_norm,2.066837,0.5,5,0.796889,0.00316,0.001413,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_raw,,,32,act_norm,2.066837,1.0,5,0.810601,0.004142,0.001853,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_raw,,,32,act_norm,2.066837,2.0,5,0.827009,0.001488,0.000666,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_raw,,,32,act_norm,2.066837,4.0,5,0.838915,0.002145,0.000959,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_raw,,,32,act_norm,2.066837,6.0,5,0.843905,0.004179,0.001869,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,5,CANAL_raw,,,32,act_norm,2.066837,8.0,5,0.840977,0.001508,0.000674,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_uniform,,,32,act_norm,2.043009,0.1,5,0.783322,0.002197,0.000982,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_uniform,,,32,act_norm,2.043009,0.5,5,0.809467,0.004063,0.001817,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_uniform,,,32,act_norm,2.043009,1.0,5,0.826421,0.001267,0.000566,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_uniform,,,32,act_norm,2.043009,2.0,5,0.836227,0.004113,0.00184,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_uniform,,,32,act_norm,2.043009,4.0,5,0.844153,0.002408,0.001077,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_uniform,,,32,act_norm,2.043009,6.0,5,0.845027,0.003598,0.001609,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_uniform,,,32,act_norm,2.043009,8.0,5,0.844153,0.003755,0.001679,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_raw,,,32,act_norm,2.043009,0.1,5,0.786253,0.001938,0.000867,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_raw,,,32,act_norm,2.043009,0.5,5,0.809503,0.002404,0.001075,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_raw,,,32,act_norm,2.043009,1.0,5,0.825904,0.001889,0.000845,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_raw,,,32,act_norm,2.043009,2.0,5,0.835722,0.001711,0.000765,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_raw,,,32,act_norm,2.043009,4.0,5,0.844486,0.001776,0.000794,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_raw,,,32,act_norm,2.043009,6.0,5,0.84245,0.001416,0.000633,isic_K_eps_sweep_results.json,
isic,K_eps_sweep,10,CANAL_raw,,,32,act_norm,2.043009,8.0,5,0.844518,0.003193,0.001428,isic_K_eps_sweep_results.json,
isic,K_eps_sweep_K10canal,10,CANAL_raw,,,32,act_norm,1.673596,0.1,5,0.781997,0.001624,0.000726,isic_K_eps_sweep_k10canal_results.json,
isic,K_eps_sweep_K10canal,10,CANAL_raw,,,32,act_norm,1.673596,0.5,5,0.808129,0.001558,0.000697,isic_K_eps_sweep_k10canal_results.json,
isic,K_eps_sweep_K10canal,10,CANAL_raw,,,32,act_norm,1.673596,1.0,5,0.827002,0.001648,0.000737,isic_K_eps_sweep_k10canal_results.json,
isic,K_eps_sweep_K10canal,10,CANAL_raw,,,32,act_norm,1.673596,2.0,5,0.836759,0.001106,0.000495,isic_K_eps_sweep_k10canal_results.json,
isic,K_eps_sweep_K10canal,10,CANAL_raw,,,32,act_norm,1.673596,4.0,5,0.841874,0.003755,0.001679,isic_K_eps_sweep_k10canal_results.json,
isic,K_eps_sweep_K10canal,10,CANAL_raw,,,32,act_norm,1.673596,6.0,5,0.845472,0.002934,0.001312,isic_K_eps_sweep_k10canal_results.json,
isic,K_eps_sweep_K10canal,10,CANAL_raw,,,32,act_norm,1.673596,8.0,5,0.844875,0.002564,0.001147,isic_K_eps_sweep_k10canal_results.json,
isic,K_eps_sweep_K16,16,CANAL_uniform,,,32,act_norm,1.40569,0.1,5,0.790103,0.003559,0.001592,isic_K_eps_sweep_k16_results.json,
isic,K_eps_sweep_K16,16,CANAL_uniform,,,32,act_norm,1.40569,0.5,5,0.820015,0.001839,0.000823,isic_K_eps_sweep_k16_results.json,
isic,K_eps_sweep_K16,16,CANAL_uniform,,,32,act_norm,1.40569,1.0,5,0.835315,0.001851,0.000828,isic_K_eps_sweep_k16_results.json,
isic,K_eps_sweep_K16,16,CANAL_uniform,,,32,act_norm,1.40569,2.0,5,0.840944,0.001372,0.000614,isic_K_eps_sweep_k16_results.json,
isic,K_eps_sweep_K16,16,CANAL_uniform,,,32,act_norm,1.40569,4.0,5,0.844578,0.001805,0.000807,isic_K_eps_sweep_k16_results.json,
isic,K_eps_sweep_K16,16,CANAL_uniform,,,32,act_norm,1.40569,6.0,5,0.844269,0.002045,0.000914,isic_K_eps_sweep_k16_results.json,
isic,K_eps_sweep_K16,16,CANAL_uniform,,,32,act_norm,1.40569,8.0,5,0.842173,0.002959,0.001324,isic_K_eps_sweep_k16_results.json,
